index,Address,Possesion,Furnishing,Buildup_area,Carpet_area,Bathrooms,Property_age,Parking,Price,Brokerage,Floor,Per_sqft_price,BHK,Total_bedrooms
5509,"Chandivali, Powai, Mumbai",Ready to move,Unfurnished,570,440.0002879,1,25,1,9500000,95000.00271,7,16670,1,1
2923,"Malad West sv road, Malvani, Malad West, Mumbai",Ready to move,Semi Furnished,500,414.0892468,1,6,1,11000000,11000000,7,22000,1,2
7145,"Sunset-2 Cooperative Society, Chandivali, Powai, Mumbai",Ready to move,Semi Furnished,960,685,2,25,1,16500000,2531418.353,7,17190,2,2
9245,"Dadar West, Mumbai",Ready to move,Semi Furnished,780,842.0954907,1,60,0,30000000,30000000,5,38460,2,2
1616,"Kanungo Pinnacolo, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Fully Furnished,760,508,2,2,1,7149000,0,22,9410,1,1
54,"Runwal Bliss Wing C, Kanjurmarg East, Mumbai",Ready to move,Semi Furnished,1437,965,3,1,2,35600000,350000,50,24770,3,3
4390,"TRIMURTI, J B Nagar, Andheri East, Mumbai",Ready to move,Semi Furnished,950,849.0238154,1,15,1,26000000,26000000,7,27370,3,3
6971,"Icon J 25 Mahavir Nagar CHS Ltd, Siddhivinayak Society, Kandivali West, Mumbai",Ready to move,Unfurnished,723,623,2,1,1,22500000,230000,20,31120,2,2
139,"Jp Esquire, Bhayandar East, Mumbai",Ready to move,Semi Furnished,1100,650,2,2,2,10500000,99000,22,9540,2,2
9104,"New Nagpada, Madanpura, Mumbai",Ready to move,Unfurnished,742,450,1,30,0,16500000,160000,7,22240,1,1
2598,"Rizvi Cedar in Malad East, Triveni Nagar, Malad East, Mumbai",Ready to move,Unfurnished,696,655.1010155,1,4,1,16500000,16500000,23,23710,2,2
6333,"Agnel, I C Colony, Borivali West, Mumbai",Ready to move,Unfurnished,1050,706.2007952,1,1,1,16300000,16300000,9,15520,2,2
1623,"MICL Aradhya D And E Tower, Mahajan Wadi, Mira Road East, Mumbai",Ready to move,Unfurnished,594,495,2,1,1,10000000,7734244.985,30,16840,1,1
4189,"Vinay Unique Imperia, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,800,532.2120641,3,4,1,3700000,20773.85137,15,4630,2,2
8577,"Salsette 27, Byculla East, Byculla, Mumbai",Ready to move,Semi Furnished,1810,1596,3,1,3,95000000,950000,53,52490,3,3
4493,"Ekveera chs dadar, Dadar West, Mumbai",Ready to move,Fully Furnished,660,554.2960801,1,20,0,25000000,25000000,7,37880,2,2
5816,"vasudev sky height, Kanakia Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,910,445.434561,3,7,1,7950000,69136.14632,14,8740,1,2
2910,"Siddheshwar heights nalasopara west, Wagholi, Nalasopara West, Mumbai",Ready to move,Unfurnished,450,382.9134667,2,8,0,2800000,54638.42208,7,6220,1,1
6259,"Veena Serenity, Sai Baba Nagar, Chembur, Mumbai",Ready to move,Unfurnished,1050,650.2048432,1,4,1,14900000,160000,15,14170,2,2
1523,"Brahmnwada, Matunga East, Mumbai",Ready to move,Unfurnished,500,686.0361299,1,1,1,21500000,21500000,42,43000,1,2
7338,"SV Patel Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,1300,1234.092686,1,20,1,50000000,50000000,25,38460,3,3
3631,"Lodha World One, Lower Parel, Mumbai",Ready to move,Fully Furnished,3600,2700,5,5,3,177500000,1780000,79,49300,4,4
8769,"Sabari Ashville, Ghatla, Chembur, Mumbai",Ready to move,Semi Furnished,1320,1067.254359,2,4,1,44000000,5225430.013,21,33330,3,4
8838,"Khar West, Mumbai",Ready to move,Fully Furnished,725,599.6739175,3,7,1,25000000,25000000,7,34480,2,2
3498,"Aristo Pearl Residency, Prabhadevi, Mumbai",Ready to move,Unfurnished,1600,1525,4,5,2,75000000,750000,27,46880,4,4
7516,"Monarch Hill Crest, I C Colony, Borivali West, Mumbai",Ready to move,Semi Furnished,1200,1000,3,25,1,30000000,300000,7,25000,3,3
5827,"JP North Imperia Tower 2, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Unfurnished,990,652,2,5,2,10500000,150000,23,10610,2,2
602,"Sagar Avenue ll, Vakola, Santacruz East, Mumbai",Ready to move,Unfurnished,1477,1055,3,1,1,29000000,0,12,19630,3,3
6481,"Sanghvi Sanghvi Empire, Naya Nagar, Mira Road East, Mumbai",Ready to move,Fully Furnished,850,675,2,7,1,10000000,375550.8257,7,11760,2,2
1307,"Thapar Suburbia, Tilak Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,850,726,1,1,1,21000000,0,19,24700,2,2
5713,"Mehdi Villa, Bandra West, Mumbai",Ready to move,Semi Furnished,700,475,2,50,1,20000000,0,3,28570,1,1
6305,"Kole Kalyan, Vakola, Santacruz East, Mumbai",Ready to move,Fully Furnished,894,405.4154533,1.001660446,10,1,10100000,10100000,6,11280,2,1
7680,"REDWOODS, Mulund West, Mumbai",Ready to move,Semi Furnished,1160,948.2907687,1,10,2,23500000,23500000,8,20260,3,2
4811,"Godrej Tranquil, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Unfurnished,615,425,2,1,1,10000000,0,21,16260,1,1
4779,"Bholenath Aryan Anchal, Chembur, Mumbai",Ready to move,Unfurnished,1505,1080,3,15,1,35200000,360000,7,23360,3,3
7300,"Hanuman Nagar, Worli, Mumbai",Ready to move,Semi Furnished,1665,1420.427712,1,20,1,95000000,95000000,7,57060,3,2
1412,"DB Ozone, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Unfurnished,882,627,2,3,2,7500000,79999,19,8500,1,1
417,"Ruturaj Tower, Wagholi, Nalasopara West, Mumbai",Ready to move,Semi Furnished,865,544.1925358,3,4,1,4900000,95784.51316,7,5660,2,1
7768,"Ram Ashish, Sane Guruji Nagar, Mulund East, Mumbai",Ready to move,Semi Furnished,1000,849.8757259,1,6,1,22500000,22500000,8,22500,3,2
8783,"Riddhi Tower, Malad East, Mumbai",Ready to move,Semi Furnished,835,658.8935547,1,10,2,17800000,2012531.149,16,21360,3,3
9380,"Babrekar Nagar, Kandivali West, Mumbai",Ready to move,Unfurnished,410,579.5765719,1,10,1,5250000,94393.76825,24,12800,1,2
1658,"Near Ganesh Tolkiz, Hanuman Chowk, Mulund East, Mumbai",Ready to move,Unfurnished,550,422.3330399,1,3,1,10500000,10500000,7,19090,1,2
7942,"Oberoi EXQUISITE, Aarey Colony, Goregaon East, Mumbai",Ready to move,Semi Furnished,1600,1302.211166,1,2,3,65000000,65000000,40,40630,3,3
7669,"Vijay Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,975,713.3232775,3,20,2,10500000,200000,7,10770,3,3
4573,"The Address, Ghodbander Village, Ghodbander, Mumbai",Ready to move,Unfurnished,510,409.698834,1.192082926,12,1,7800000,57001.15185,7,15290,1,1
8780,"K Raheja Heights, Sankalp Colony, Malad East, Mumbai",Ready to move,Semi Furnished,1510,1046.628703,1,7,2,27700000,279941.524,20,18340,3,3
5054,"Asha Nagar, Kandivali East, Mumbai",Ready to move,Semi Furnished,680,470,2,20,1,9500000,95000,7,13970,1,1
1688,"Godrej The Trees Residential Phase 1, Pirojshanagar, Vikhroli East, Mumbai",Ready to move,Semi Furnished,780,465,2,3,2,19200000,16901.82422,18,24610,1,1
857,"Shree Krishna Residency, Jethava Nagar, Kandivali West, Mumbai",Ready to move,Semi Furnished,952,733,2,2,1,24000000,0,21,25210,2,2
5049,"Thakur Village, Kandivali East, Mumbai",Ready to move,Semi Furnished,860,640,2,10,1,16500000,160000,7,19190,2,2
8248,"Runwal Greens, Sarvodaya Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,1400,1382,3,5,4,38000000,380000,38,27140,4,4
6897,"JP North Phase 3 Estella, Beverly Park, Mira Road East, Mumbai",Ready to move,Unfurnished,1060,650,2,5,2,11500000,755774.0824,20,10850,2,2
3925,"Dharti Pressidio, Ambedkar Nagar, Kandivali West, Mumbai",Ready to move,Unfurnished,750,585,2,3,0,12800000,11990199.67,22,17070,2,2
2184,"Palms 1 Apartment chs Royal palms Goregaon east, Aarey Colony, Goregaon East, Mumbai",Ready to move,Unfurnished,764,433.1284849,1,15,1,8000000,19107.47115,8,10470,2,2
5307,"L Nagpal N N Tower, Khar West, Mumbai",Ready to move,Semi Furnished,520,500,2,1,1,30000000,300000,11,57690,1,1
7484,"Raheja Exotica Sorento, Pascal Wadi, Madh, Mumbai",Ready to move,Unfurnished,1680,1119,3,6,2,32000000,320000,36,19050,3,3
7295,"Tilak Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,864,710.5237714,1,3,1,25000000,25000000,15,28930,3,3
4747,"Sheth Montana, Mulund Colony, Mulund West, Mumbai",Ready to move,Unfurnished,1060,760,3,2,2,30000000,300000,39,28300,3,3
4623,"Ajmera Bhakti Park, Bhakti Park, Wadala East, Mumbai",Ready to move,Semi Furnished,955,710,2,10,1,19200000,190000,18,20100,2,2
1591,"Sunteck West World 2 Tivri Naigaon East, Naigaon East, Mumbai",Ready to move,Unfurnished,570,392,2,1,1,3500000,70000,22,6140,1,1
9071,"Charkop sect 2, Charkop Gaon, Kandivali West, Mumbai",Ready to move,Semi Furnished,1750,777.4083526,1,10,1,21000000,21000000,8.166492783,12000,2,2
2702,"Om Sai Charan Residency, Mira Road East, Mumbai",Ready to move,Semi Furnished,650,450.0130505,2,12,1,6300000,52882.61864,7,9690,1,1
3604,"Sunteck Signia High, Asha Nagar, Borivali East, Mumbai",Ready to move,Fully Furnished,3350,2500,3,7,2,70000000,700000,30,20890,4,4
3557,"Khar West, Mumbai",Ready to move,Semi Furnished,6400,2473.077819,1,10,2,175000000,175000000,17,27340,4,4
9036,"Runwal Forest Tower 5 To 8, Kanjurmarg West, Mumbai",Ready to move,Semi Furnished,1050,661,2,4,2,17500000,180000,36,16670,2,2
7258,"Heritage Vijaya Heritage, Sahakar Nagar, Chembur, Mumbai",Ready to move,Unfurnished,1670,1050,3,7,2,35000000,350000.0064,12,20960,3,3
3553,"Concrete Ram Prabha, Vallabh NagarSwastik Nagar, Juhu, Mumbai",Ready to move,Fully Furnished,2000,1700,3,20,3,72500000,730000,7,36250,4,4
8084,"Bombay Kritika Tower, Union Park, Chembur, Mumbai",Ready to move,Fully Furnished,1650,1350,3,10,1,58000000,57991133.58,17,35150,3,3
2055,"Seven Eleven Apna Ghar Phase II NX, Kashimira, Mira Road East, Mumbai",Ready to move,Unfurnished,570,425,2,1,1,4491000,0,21,7880,1,1
1086,"Lodha Marquise, Siddharth Nagar, Worli, Mumbai",Ready to move,Unfurnished,2150,1526,4,1,3,80000000,750000,72,37210,4,4
5857,"Kalpataru Crest Wing B Avalon, Subhash Nagar, Bhandup West, Mumbai",Ready to move,Unfurnished,1250,807,2,6,1,19300000,76722.30556,36,15440,2,2
9168,"Charkop Industrial Estate, Kandivali West, Mumbai",Ready to move,Unfurnished,420,305,1,10,0,5200000,52000,24,12380,1,1
7807,"Aarey Colony, Goregaon East, Mumbai",Ready to move,Semi Furnished,987,850.0156961,1,10,1,44000000,44000000,35,44580,3,2
4653,"best project, Chembur, Mumbai",Ready to move,Unfurnished,800,700.0013351,1,8,1,24000000,24000000,14,30000,2,2
2793,"Beverly Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,585,424.9845805,1,10,1,6500000,130176.9346,9,11110,1,1
7690,"SV Patel Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,1550,1150,3,15,2,50000000,500000,21,32260,3,3
7477,"Ajmera Beverly Hills and Royal Empire, Shastri Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,1500,1270,3,20,1,47500000,480000,23,31670,3,3
7611,"Romell Diva Apartments, Somwari Bazar, Malad West, Mumbai",Ready to move,Semi Furnished,1200,930,3,5,1,28000000,19770139.33,23,23330,3,3
8101,"Oberoi maxima, Aarey Colony, Goregaon East, Mumbai",Ready to move,Semi Furnished,1900,1366.994713,1,5,2,70000000,70000000,27,36840,3,3
3567,"Hiranandani Gardens Glen Ridge, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,2751,2195,4,10,3,100000000,1000000,32,36350,4,4
2426,"Runwal Forest Tower 1 To 4, Kanjurmarg West, Mumbai",Ready to move,Fully Furnished,1960,1130,3,1,3,40000000,400000,48,20410,3,3
6676,"Gurukrupa Marina Enclave, Jankalyan Nagar, Malad West, Mumbai",Ready to move,Unfurnished,850,638,2,8,1,14100000,0,23,16590,2,2
5972,"Rizvi Cedar, Malad East, Mumbai",Ready to move,Semi Furnished,810,600,2,10,1,14900000,146390.2707,22,18390,2,2
3600,"Prakash Two Roses, Bandra West, Mumbai",Ready to move,Unfurnished,1800,1600,4,15,3,125000000,1250000,16,69440,4,4
2038,"Puraniks Rumah Bali, Bhayandarpada, Thane West, Mumbai",Ready to move,Semi Furnished,650,435,2,4,1,6600000,66000,26,10150,1,1
6953,"Bhairav Residency, Kanakia Park, Mira Road East, Mumbai",Ready to move,Unfurnished,1000,769.5208628,1.000467884,12,1,13000000,13000000,16,13000,2,2
81,"Tagore Nagar, Vikhroli East, Mumbai",Ready to move,Semi Furnished,620,530,2,4,2,11800000,120000,21,19030,2,2
6446,"Parthemesh Heritage, Silver Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,1025,716.7542134,1,5,1,11500000,11500000,12,11220,2,2
7327,"Konark Alpha Residency, Govind Nagar, Borivali West, Mumbai",Ready to move,Unfurnished,1046,872,3,4,2,30500000,1080349.529,9,29160,3,3
6012,"Parikh Peninsula Park, Y K Nagar, Virar West, Mumbai",Ready to move,Semi Furnished,950,615,2,1,1,7000000,100000,7,7370,2,2
4584,"Serenity Tower, Anand Nagar, Andheri West, Mumbai",Ready to move,Semi Furnished,720,720,2,20,1,21000000,210000,7,29170,2,2
3343,"Oberoi Sky Garden Lokhandawala back road Andheri west, Lokhandwala Complex, Andheri West, Mumbai",Ready to move,Fully Furnished,3500,3499.99245,4,16,2,160000000,160000000,35,45710,4,4
8354,"Viceroy Prive, Eksar, Borivali West, Mumbai",Ready to move,Unfurnished,1607,1091.704328,1,15,0,32500000,350000,10,20220,3,3
3156,"JSB Nakshatra Primus, Naigaon East, Mumbai",Ready to move,Unfurnished,560,390.0359405,3,5,1,2600000,1296.675944,14,4640,1,1
6372,"Cuffe Parade, Mumbai",Ready to move,Fully Furnished,1030,980,3,40,1,65000000,650000,20,63110,2,2
1553,"Sanghvi Ecocity, MIDC, Mira Road East, Mumbai",Ready to move,Unfurnished,523,423,2,1,1,7000000,0,19,13380,1,1
860,"Mahavir Kanti Arena, Lakshmiben Chedda Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,1070,720,2,2,1,6000000,32930.62118,7,5610,2,2
6554,"Yasmin Residency, P&T Staff Colony, Mulund West, Mumbai",Ready to move,Semi Furnished,900,720.996053,1,8,1,18000000,18000000,14,20000,2,2
2600,"Oberoi Sky City Tower E, Magathane, Borivali East, Mumbai",Ready to move,Unfurnished,1560,1094,3,1,2,45000000,450000,61,28850,3,3
4805,"Omkar Ananta, Dindoshi, Malad East, Mumbai",Ready to move,Semi Furnished,937,750,2,5,1,14000000,140000,31,14940,2,2
1213,"Siddharth Nagar Swami Vivekanand CHSL, Shri Nagar, Goregaon West, Mumbai",Ready to move,Unfurnished,800,645,2,1,0,17500000,180000,23,21880,2,2
7275,"MICL Aaradhya Highpark, Mahajan Wadi, Mira Road East, Mumbai",Ready to move,Semi Furnished,1350,961,3,1,3,17000000,678936.2067,30,12590,3,3
6828,"Prathmesh Heritage, Kanakia Park, Mira Road East, Mumbai",Ready to move,Fully Furnished,1030,634.6764504,2,11,1,12100000,127472.4942,16,11750,2,2
3924,"Portuguese Church , Dadar West, Mumbai",Ready to move,Fully Furnished,1300,1324.48197,3,5,1,55000000,55000000,7,42310,3,3
2123,"TRAFALGAR TOWER, Pant Nagar, Ghatkopar East, Mumbai",Ready to move,Fully Furnished,2200,1648.577679,2,2,3,95000000,95000000,12,43180,4,5
5538,"Aarey Colony, Goregaon East, Mumbai",Ready to move,Unfurnished,545,400,1,8,2,4400000,84237.68314,20,8070,1,1
5848,"Lodha New Cuffe Parade Lodha Estrella, Sion, Mumbai",Ready to move,Semi Furnished,1200,955,2,6,3,32500000,330000,43,27080,2,2
3008,"Lokhandwala Spring Leaf, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Unfurnished,365,300,1,20,1,7500000,75000,7,20550,1,1
1262," Tilak Nagar Mahalaxmi CHS, Tilak Nagar, Chembur, Mumbai",Ready to move,Unfurnished,955,755,2,2,1,18000000,180000,16,18850,2,2
3880,"K Raheja Raheja Vihar, Chandivali, Powai, Mumbai",Ready to move,Semi Furnished,1100,820,2,15,1,23500000,250000,7,21360,2,2
1100,"Oberoi Sky City Tower E, Magathane, Borivali East, Mumbai",Ready to move,Semi Furnished,1350,1073,3,1,4,45000000,450000,61,33330,3,3
7265,"Supreme Lake Pleasant, Powai, Mumbai",Ready to move,Unfurnished,1300,1000,3,10,1,32500000,330000,23,25000,3,3
3818,"Madonna, Borivali West, Mumbai",Ready to move,Unfurnished,655,431,2,12,1,9800000,98000,7,14960,1,1
5130,"Kalpataru Crest Wing B Avalon, Subhash Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,851,851,2,3,2,18400000,180000,36,21620,2,2
1158,"Zee Heights, Vile Parle East, Mumbai",Ready to move,Unfurnished,774,674,2,1,1,30000000,300000,12,38760,2,2
616,"DP Star Triveni, Industrial Area, Bhandup West, Mumbai",Ready to move,Unfurnished,880,680,2,1,1,14500000,140000,22,16480,2,2
9370,"Matunga, Brahmnwada, Matunga East, Mumbai",Ready to move,Fully Furnished,1850,1366.992362,1,8,2,70000000,70000000,16,37840,4,3
3513,"SKG Amarante, Chembur, Mumbai",Ready to move,Semi Furnished,2300,1643.777893,1,5,2,86000000,86000000,8,37390,4,4
7828,"R A Residences, Kohinoor Mill, Dadar East, Mumbai",Ready to move,Unfurnished,1860,1836,3,5,1,92000000,920000,48,49460,3,3
1494,"INDRAYANI CHS, Tilak Nagar, Chembur, Mumbai",Ready to move,Unfurnished,620,443.3456026,1,4,0,10500000,10500000,15,16930,1,1
7385,"Bhakti Park, Wadala East, Mumbai",Ready to move,Unfurnished,1315,990.9367379,1,10,1,30000000,30000000,7,22810,3,3
681," Suncity Vasai West, Sandor, Vasai West, Mumbai",Ready to move,Fully Furnished,3200,1224.41461,3,3,3,35000000,35000000,16.66659332,10940,4,1
7319,"Nahar Arum And Amanda, Chandivali, Powai, Mumbai",Ready to move,Semi Furnished,1502,987,2,8,1,33000000,330000,21,21970,3,3
8405,"Ekta Tripolis, Motilal Nagar I, Goregaon West, Mumbai",Ready to move,Semi Furnished,1150,728,3,1,1,33500000,0,35,29130,3,3
2056,"King Circle Matunga, Brahmnwada, Matunga East, Mumbai",Ready to move,Semi Furnished,560,585.1804933,1,1,0,18000000,18000000,21,32140,1,1
2830,"Mahalaxmi Palace CHS, Pestom Sagar Colony, Chembur, Mumbai",Ready to move,Semi Furnished,570,461.3866958,1,7,1,11000000,11000000,12,19300,1,1
2613,"RE tower, I C Colony, Borivali West, Mumbai",Ready to move,Semi Furnished,650,555.693734,1,8,1,10700000,10700000,22,16460,1,2
2981,"JP Infra North Celeste, Gaurav City, Mira Road East, Mumbai",Ready to move,Unfurnished,690,480,2,5,1,6800000,66125.23224,22,9860,1,1
9134,"Shree Sai Sapphire I, Powai, Mumbai",Ready to move,Unfurnished,670,448,2,10,1,14000000,140000,21,20890,1,1
2710,"Laxmi Height, Mira Road East, Mumbai",Ready to move,Semi Furnished,800,549.9858127,1,9,1,8000000,37576.07426,16,10000,1,1
9536,"Dattaguru, Deonar, Govandi, Mumbai",Ready to move,Semi Furnished,1875,1431.318418,1,10,2,56000000,56000000,22.92736426,29870,4,4
4279,"Babrekar Nagar, Kandivali West, Mumbai",Ready to move,Unfurnished,410,305,1,10,1,5280000,55000,24,12880,1,1
8990,"Samta Ostwal Empire M1 And M2, Boisar, Mumbai",Ready to move,Unfurnished,550,352.4708343,1,12,2,2700000,54000,3,4910,1,1
554,"SK Imperial Heights, Penkarpada, Mira Road East, Mumbai",Ready to move,Unfurnished,674,495,2,1,1,7000000,80155.01211,18,10380,1,1
9409,"Wadhwa Atmosphere Phase 1, Sarvoday Parshwanath Nagar, Mulund West, Mumbai",Ready to move,Semi Furnished,1125,663,2,4,2,17500000,9036648.306,43,15550,2,2
6147,"SV Patel Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,920,624.0022698,1,25,1,22500000,22500000,7,24460,2,2
984,"Atul Ratna Mohan Triveni CHS, Jai Jawan Nagar, Borivali East, Mumbai",Ready to move,Unfurnished,1000,864,3,4,2,21200000,0,17,21200,3,3
465,"Lokhandwala Octacrest, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Semi Furnished,1750,1250,3,4,2,36500000,360000,18,20860,3,2
9309,"Oberoi Esquire, Yashodham, Goregaon East, Mumbai",Ready to move,Semi Furnished,2190,1367,4,5,2,73500000,730000,52,33560,3,3
7297,"MJ Shah Arihant Towers, Lower Parel, Mumbai",Ready to move,Semi Furnished,1500,1186,3,5,2,47500000,480000,54,31670,3,3
4771,"Saffron, Chembur, Mumbai",Ready to move,Unfurnished,1080,912.5902644,1,10,1,35000000,35000000,11,32410,3,3
3630,"Arkade Serene, Evershine Nagar, Malad West, Mumbai",Ready to move,Unfurnished,1500,1341,4,1,2,42900000,400000,22,28600,4,4
9076,"Lodha Aqua, Pandurang Wadi, Mira Road East, Mumbai",Ready to move,Semi Furnished,1665,1209,3,10,1,19900000,200000,15,11950,3,3
8246,"Transcon Triumph, Mangroves Forest, Andheri West, Mumbai",Ready to move,Semi Furnished,3300,2187,4,3,3,93900000,940000,30,28450,4,4
9201,"Satya Nagar, Borivali West, Mumbai",Ready to move,Fully Furnished,515,447.9594813,1,30,0,11700000,11700000,7,22720,1,2
8665,"VALENCIA TOWER, Shastri Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,1650,1338.837409,1,10,2,47500000,47500000,16,28790,3,3
9466,"Rashmika co op society, J B Nagar, Andheri East, Mumbai",Ready to move,Semi Furnished,528,430.0463704,1,30,1,11000000,11000000,4,20830,1,2
5055,"Asha Nagar, Kandivali East, Mumbai",Ready to move,Semi Furnished,980,650,2,19,1,14000000,140000,7,14290,2,2
7726,"Darshan Celestial, Park Society, Vile Parle East, Mumbai",Ready to move,Unfurnished,1005,905,2,1,1,47200000,470000,10,46970,3,3
7670,"Country chs, Industrial Area, Andheri West, Mumbai",Ready to move,Semi Furnished,1550,929.9998175,1,16,2,27000000,27000000,9,17420,3,3
2284,"Amardeep Anutham, Sane Guruji Nagar, Mulund East, Mumbai",Ready to move,Unfurnished,1050,1005,3,2,1,35000000,350000,23,33330,3,3
8384,"Ashok Nagar, Juhu, Mumbai",Ready to move,Fully Furnished,1860,1696.132204,1,7,2,95000000,95000000,8,51080,3,3
2303,"L And T Emerald Isle, Chandivali, Powai, Mumbai",Ready to move,Unfurnished,724,624,2,1,1,21000000,0,24,29000,2,2
5370,"Dreams Complex, Ganesh Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,600,493.6561538,1,10,0,11000000,11000000,21,18330,1,1
368,"Shree Balaji Heights, Shivar Garden, Mira Road East, Mumbai",Ready to move,Fully Furnished,710,410,2,4,1,7400000,98000,10,10420,1,1
6826,"Alina tilak nagar, Tilak Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,1050,737.9246686,1,5,1,18500000,18500000,14,17620,2,2
4777,"BREDCO Viceroy Court, Thakur Village, Kandivali East, Mumbai",Ready to move,Unfurnished,1200,700,2,16,0,21500000,210000,7,17920,2,2
4819,"Surya Group Gokul Garden, Gokul Garden VWX, Kandivali East, Mumbai",Ready to move,Fully Furnished,590,435,2,14,0,10700000,110000,7,18140,1,1
2550,"SKG Gurukripa, Sai Baba Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,750,660.5470367,1,1,1,21000000,21000000,12,28000,2,2
7855,"Runwal Greens, Industrial Area, Bhandup West, Mumbai",Ready to move,Semi Furnished,1475,1218,4,5,3,33000000,330000,40,22370,3,3
4505,"Arkade Art Phase 1, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Semi Furnished,675,470,2,5,1,6300000,0,15,9330,1,1
3304,"Runwal Greens, Industrial Area, Bhandup West, Mumbai",Ready to move,Semi Furnished,1750,1382,4,5,3,37500000,380000,40,21430,4,4
9243,"Netaji Subhash Nagar, Vile Parle East, Mumbai",Ready to move,Fully Furnished,912,846.4600806,1,15,1,29000000,29000000,7,31800,2,2
5860,"Vama Paradise, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,750,499.4043787,3,3,1,4000000,55560.77745,12,5330,2,2
7981,"Oberoi Sky City Tower E, Magathane, Borivali East, Mumbai",Ready to move,Unfurnished,1173,1073,2,1,1,45000000,450000,61,38360,3,3
5569,"Rajiv Gandhi Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,650,625,2,14,3,10700000,100000,21,16400,1,1
6268,"Lodha Splendora ghodbunder road, Bhayandarpada, Thane West, Mumbai",Ready to move,Semi Furnished,890,670.8381922,1,5,1,10000000,10000000,28,11230,2,2
2051,"Sai Swapn Bhamini sankul, Naigaon East, Mumbai",Ready to move,Semi Furnished,560,385.0938669,3,4,0,3000000,50165.56989,12,5360,1,1
4550,"H V Society, Suman Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,490,475.6065184,1,15,2,10000000,10000000,7,20410,2,1
3785,"ICC DADAR EAST, Naigaon, Dadar East, Mumbai",Ready to move,Semi Furnished,2350,1926.633226,1,10,1,105000000,105000000,72,44680,4,2
1704,"Poonam Vista B and C wing, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,665,425,2,1,1,3900000,78000,15,5860,1,1
4692,"Crescent Grande, Natwar Nagar, Jogeshwari East, Mumbai",Ready to move,Semi Furnished,850,700,2,7,2,24500000,21329795.04,13,28820,2,2
421,"Rajesh White City Phase 2 Wing B, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Unfurnished,890,643,2,3,2,20000000,200000,42,22470,2,2
5023,"Lodha Grandeur, Mahim West, Dadar West, Mumbai",Ready to move,Semi Furnished,1360,1100,3,12,2,45000000,400000,25,33090,3,3
413,"Kamala Nagar, Vile Parle West, Mumbai",Ready to move,Unfurnished,1550,1400.065638,1,1,2,74000000,74000000,10,47740,3,4
9516,"Swapnapurti Co-Op Hsg. Society, Tilak Nagar, Chembur, Mumbai",Ready to move,Unfurnished,700,484,2,4,2,11000000,0,12,15710,1,1
3836,"Kukreja Daffodil, Eden Gardens, Anushakti Nagar, Mumbai",Ready to move,Fully Furnished,1100,1100,3,15,1,36000000,350000,8,32730,3,3
3788,"Oberoi sky heights, SV Patel Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,2750,1981.771302,5,15,2,135000000,135000000,35,49090,4,5
2351,"Godrej Tranquil, Hanuman Nagar, Kandivali East, Mumbai",Ready to move,Unfurnished,1000,707,2,2,1,16400000,160000,21,16400,2,2
73,"Shapoorji Pallonji Vicinia, Chandivali, Powai, Mumbai",Ready to move,Unfurnished,1300,888,2,1,1,25000000,250000,20,19230,2,2
168,"Sunteck City Avenue 1, Jawahar Nagar, Goregaon West, Mumbai",Ready to move,Semi Furnished,1125,900,2,2,1,25000000,250000,40,22220,2,2
8095,"Sindhi Society, Sindhi Society, Chembur, Mumbai",Ready to move,Semi Furnished,1100,970,3,12,2,28500000,290000,12,25910,3,3
1293,"ASHAR MAPLE BIRCH, P&T Staff Colony, Mulund West, Mumbai",Ready to move,Semi Furnished,580,552.7599716,1.000123406,1,1,10700000,10700000,31,18450,1,1.999876562
